userID,studyType,QuestionID,Choice,Trust,Interaction
a09465c7-a923-457d-adcd-903f5e06be50,NoSources,16,Nvidia,1,0
a09465c7-a923-457d-adcd-903f5e06be50,NoSources,37,Nvidia,1,0
a09465c7-a923-457d-adcd-903f5e06be50,NoSources,15,SomeChoice,SomeTrust,0
a09465c7-a923-457d-adcd-903f5e06be50,NoSources,13,SomeChoice,SomeTrust,0
a09465c7-a923-457d-adcd-903f5e06be50,NoSources,40,SomeChoice,SomeTrust,0
a09465c7-a923-457d-adcd-903f5e06be50,NoSources,38,SomeChoice,SomeTrust,0
a09465c7-a923-457d-adcd-903f5e06be50,NoSources,7,SomeChoice,SomeTrust,0
a09465c7-a923-457d-adcd-903f5e06be50,NoSources,9,SomeChoice,SomeTrust,0
a09465c7-a923-457d-adcd-903f5e06be50,NoSources,5,SomeChoice,SomeTrust,0
a09465c7-a923-457d-adcd-903f5e06be50,NoSources,8,SomeChoice,SomeTrust,0
a09465c7-a923-457d-adcd-903f5e06be50,NoSources,39,SomeChoice,SomeTrust,0
a09465c7-a923-457d-adcd-903f5e06be50,NoSources,18,SomeChoice,SomeTrust,0
a09465c7-a923-457d-adcd-903f5e06be50,NoSources,24,SomeChoice,SomeTrust,0
a09465c7-a923-457d-adcd-903f5e06be50,NoSources,36,SomeChoice,SomeTrust,0
a09465c7-a923-457d-adcd-903f5e06be50,NoSources,21,SomeChoice,SomeTrust,0
a09465c7-a923-457d-adcd-903f5e06be50,NoSources,19,SomeChoice,SomeTrust,0
a09465c7-a923-457d-adcd-903f5e06be50,NoSources,32,SomeChoice,SomeTrust,0
a09465c7-a923-457d-adcd-903f5e06be50,NoSources,31,SomeChoice,SomeTrust,0
a09465c7-a923-457d-adcd-903f5e06be50,NoSources,4,SomeChoice,SomeTrust,0
a09465c7-a923-457d-adcd-903f5e06be50,NoSources,6,SomeChoice,SomeTrust,0
